"Coins on Colnect","List exported on 2025-09-06 13:01:32 GMT+0"
"Launched by collector: ","Patterson Rainbird-Webb [Patterson-Rainbird-Webb]"
"Collector profile on Colnect at: ",https://colnect.com/en/collectors/collector/Patterson-Rainbird-Webb
"This list contains 100 Coins"
"The complete list is too big to be exported in full! Please export smaller lists."
"For the updated list on Colnect visit: ",https://colnect.com/en/coins/list/country/21o44o74o84o139o197o224o225o331/series/n370946-NOT-1816_-_Napoleon_II/catalog/270-World_Coins

Name,Country,Series,"Catalog Codes","Issued on","Last issue date",Distribution,Composition,EdgeVariety,Orientation,Shape,Rim,"Variant Year","Variant Mint Mark","Variant Note",Weight,Width,Height,Thickness,"Ord Wc",Currency,FaceValue,"Known mintage",Variant,Score,Accuracy,ZcoCoinMint,Themes,ItemInscription,Description,Link,List,Quantity,Condition,"Public Note","Private Note"
"1 Centime (French legend)",Belgium,"1865~1909 - 2nd King Leopold II","Col:BE-000002, WCC:km33.1",1869,1907,"Standard Circulation",Copper,Reeded/grained,"Coin alignment ↑O↓",Circular,"Raised. Gladiform. Both sides",1874,,Unknown,2,16.5,,1.1,32039,"c - Belgian centime",1,38569929,2362,35.49,"Very High",,"Heraldic Animals,Lions,Stones,Symbols,Monograms,Crowns and Coronets",1901,"[b]Front[/b]: Lion (left, symbol of the kingdom) looking right  (into the future) holding stone slab (Belgian Constitution)  with incuse text: [b]CONSTITUTION BELGE 1831 ☆[/b] on a terrace  above (value) [b]1 CENT.[/b] (-ime/-iem)  legend: (above, motto) [b]L'UNION FAIL LA FORCE[/b]  (translation: Unity makes strength)  (bottom, designer) [b]BRAEMT.F[/b] (Breamt, Fecit)  [b]Back[/b]: Crowned ""[b]L[/b]"" monogram of 1st king Leopold I (1831-1865)  (Saxe-Coburg-Saalfeld dynasty, House of Wettin - Ernestine line)  legend: (ruler, left) [b]LEOPOLD PREMIER[/b] (right) [b]ROI DES BELGES[/b]  (bottom, year) [b]1869[/b], [b]1870[/b], [b]1873[/b] until [b]1876[/b], [b]1882[/b], [b]1883[/b], [b]1899[/b], [b]1901[/b], [b]1902[/b] or [b]1907[/b]",https://colnect.com/coins/coin/2362,,,,,
"1 Centime (French legend)",Belgium,"1865~1909 - 2nd King Leopold II","Col:BE-000002, WCC:km33.1",1869,1907,"Standard Circulation",Copper,Reeded/grained,"Coin alignment ↑O↓",Circular,"Raised. Gladiform. Both sides",1875,,Unknown,2,16.5,,1.1,32039,"c - Belgian centime",1,38569929,2362,35.49,"Very High",,"Heraldic Animals,Lions,Stones,Symbols,Monograms,Crowns and Coronets",1901,"[b]Front[/b]: Lion (left, symbol of the kingdom) looking right  (into the future) holding stone slab (Belgian Constitution)  with incuse text: [b]CONSTITUTION BELGE 1831 ☆[/b] on a terrace  above (value) [b]1 CENT.[/b] (-ime/-iem)  legend: (above, motto) [b]L'UNION FAIL LA FORCE[/b]  (translation: Unity makes strength)  (bottom, designer) [b]BRAEMT.F[/b] (Breamt, Fecit)  [b]Back[/b]: Crowned ""[b]L[/b]"" monogram of 1st king Leopold I (1831-1865)  (Saxe-Coburg-Saalfeld dynasty, House of Wettin - Ernestine line)  legend: (ruler, left) [b]LEOPOLD PREMIER[/b] (right) [b]ROI DES BELGES[/b]  (bottom, year) [b]1869[/b], [b]1870[/b], [b]1873[/b] until [b]1876[/b], [b]1882[/b], [b]1883[/b], [b]1899[/b], [b]1901[/b], [b]1902[/b] or [b]1907[/b]",https://colnect.com/coins/coin/2362,,,,,
"1 Centime (French legend)",Belgium,"1865~1909 - 2nd King Leopold II","Col:BE-000002, WCC:km33.1",1869,1907,"Standard Circulation",Copper,Reeded/grained,"Coin alignment ↑O↓",Circular,"Raised. Gladiform. Both sides",1876,,Unknown,2,16.5,,1.1,32039,"c - Belgian centime",1,38569929,2362,35.49,"Very High",,"Heraldic Animals,Lions,Stones,Symbols,Monograms,Crowns and Coronets",1901,"[b]Front[/b]: Lion (left, symbol of the kingdom) looking right  (into the future) holding stone slab (Belgian Constitution)  with incuse text: [b]CONSTITUTION BELGE 1831 ☆[/b] on a terrace  above (value) [b]1 CENT.[/b] (-ime/-iem)  legend: (above, motto) [b]L'UNION FAIL LA FORCE[/b]  (translation: Unity makes strength)  (bottom, designer) [b]BRAEMT.F[/b] (Breamt, Fecit)  [b]Back[/b]: Crowned ""[b]L[/b]"" monogram of 1st king Leopold I (1831-1865)  (Saxe-Coburg-Saalfeld dynasty, House of Wettin - Ernestine line)  legend: (ruler, left) [b]LEOPOLD PREMIER[/b] (right) [b]ROI DES BELGES[/b]  (bottom, year) [b]1869[/b], [b]1870[/b], [b]1873[/b] until [b]1876[/b], [b]1882[/b], [b]1883[/b], [b]1899[/b], [b]1901[/b], [b]1902[/b] or [b]1907[/b]",https://colnect.com/coins/coin/2362,,,,,
"1 Centime (French legend)",Belgium,"1865~1909 - 2nd King Leopold II","Col:BE-000002, WCC:km33.1",1869,1907,"Standard Circulation",Copper,Reeded/grained,"Coin alignment ↑O↓",Circular,"Raised. Gladiform. Both sides",1882,,"km33.2 thin flan: unknown incl. km33",2,16.5,,1.1,32039,"c - Belgian centime",1,38569929,2362,35.49,"Very High",,"Heraldic Animals,Lions,Stones,Symbols,Monograms,Crowns and Coronets",1901,"[b]Front[/b]: Lion (left, symbol of the kingdom) looking right  (into the future) holding stone slab (Belgian Constitution)  with incuse text: [b]CONSTITUTION BELGE 1831 ☆[/b] on a terrace  above (value) [b]1 CENT.[/b] (-ime/-iem)  legend: (above, motto) [b]L'UNION FAIL LA FORCE[/b]  (translation: Unity makes strength)  (bottom, designer) [b]BRAEMT.F[/b] (Breamt, Fecit)  [b]Back[/b]: Crowned ""[b]L[/b]"" monogram of 1st king Leopold I (1831-1865)  (Saxe-Coburg-Saalfeld dynasty, House of Wettin - Ernestine line)  legend: (ruler, left) [b]LEOPOLD PREMIER[/b] (right) [b]ROI DES BELGES[/b]  (bottom, year) [b]1869[/b], [b]1870[/b], [b]1873[/b] until [b]1876[/b], [b]1882[/b], [b]1883[/b], [b]1899[/b], [b]1901[/b], [b]1902[/b] or [b]1907[/b]",https://colnect.com/coins/coin/2362,,,,,
"1 Centime (French legend)",Belgium,"1865~1909 - 2nd King Leopold II","Col:BE-000002, WCC:km33.1",1869,1907,"Standard Circulation",Copper,Reeded/grained,"Coin alignment ↑O↓",Circular,"Raised. Gladiform. Both sides",1882,,"round ""O"" in ROI: incl. 1882",2,16.5,,1.1,32039,"c - Belgian centime",1,38569929,2362,35.49,"Very High",,"Heraldic Animals,Lions,Stones,Symbols,Monograms,Crowns and Coronets",1901,"[b]Front[/b]: Lion (left, symbol of the kingdom) looking right  (into the future) holding stone slab (Belgian Constitution)  with incuse text: [b]CONSTITUTION BELGE 1831 ☆[/b] on a terrace  above (value) [b]1 CENT.[/b] (-ime/-iem)  legend: (above, motto) [b]L'UNION FAIL LA FORCE[/b]  (translation: Unity makes strength)  (bottom, designer) [b]BRAEMT.F[/b] (Breamt, Fecit)  [b]Back[/b]: Crowned ""[b]L[/b]"" monogram of 1st king Leopold I (1831-1865)  (Saxe-Coburg-Saalfeld dynasty, House of Wettin - Ernestine line)  legend: (ruler, left) [b]LEOPOLD PREMIER[/b] (right) [b]ROI DES BELGES[/b]  (bottom, year) [b]1869[/b], [b]1870[/b], [b]1873[/b] until [b]1876[/b], [b]1882[/b], [b]1883[/b], [b]1899[/b], [b]1901[/b], [b]1902[/b] or [b]1907[/b]",https://colnect.com/coins/coin/2362,,,,,
"1 Centime (French legend)",Belgium,"1865~1909 - 2nd King Leopold II","Col:BE-000002, WCC:km33.1",1869,1907,"Standard Circulation",Copper,Reeded/grained,"Coin alignment ↑O↓",Circular,"Raised. Gladiform. Both sides",1882,,Unknown,2,16.5,,1.1,32039,"c - Belgian centime",1,38569929,2362,35.49,"Very High",,"Heraldic Animals,Lions,Stones,Symbols,Monograms,Crowns and Coronets",1901,"[b]Front[/b]: Lion (left, symbol of the kingdom) looking right  (into the future) holding stone slab (Belgian Constitution)  with incuse text: [b]CONSTITUTION BELGE 1831 ☆[/b] on a terrace  above (value) [b]1 CENT.[/b] (-ime/-iem)  legend: (above, motto) [b]L'UNION FAIL LA FORCE[/b]  (translation: Unity makes strength)  (bottom, designer) [b]BRAEMT.F[/b] (Breamt, Fecit)  [b]Back[/b]: Crowned ""[b]L[/b]"" monogram of 1st king Leopold I (1831-1865)  (Saxe-Coburg-Saalfeld dynasty, House of Wettin - Ernestine line)  legend: (ruler, left) [b]LEOPOLD PREMIER[/b] (right) [b]ROI DES BELGES[/b]  (bottom, year) [b]1869[/b], [b]1870[/b], [b]1873[/b] until [b]1876[/b], [b]1882[/b], [b]1883[/b], [b]1899[/b], [b]1901[/b], [b]1902[/b] or [b]1907[/b]",https://colnect.com/coins/coin/2362,,,,,
"1 Centime (French legend)",Belgium,"1865~1909 - 2nd King Leopold II","Col:BE-000002, WCC:km33.1",1869,1907,"Standard Circulation",Copper,Reeded/grained,"Coin alignment ↑O↓",Circular,"Raised. Gladiform. Both sides",1883,,Unknown,2,16.5,,1.1,32039,"c - Belgian centime",1,38569929,2362,35.49,"Very High",,"Heraldic Animals,Lions,Stones,Symbols,Monograms,Crowns and Coronets",1901,"[b]Front[/b]: Lion (left, symbol of the kingdom) looking right  (into the future) holding stone slab (Belgian Constitution)  with incuse text: [b]CONSTITUTION BELGE 1831 ☆[/b] on a terrace  above (value) [b]1 CENT.[/b] (-ime/-iem)  legend: (above, motto) [b]L'UNION FAIL LA FORCE[/b]  (translation: Unity makes strength)  (bottom, designer) [b]BRAEMT.F[/b] (Breamt, Fecit)  [b]Back[/b]: Crowned ""[b]L[/b]"" monogram of 1st king Leopold I (1831-1865)  (Saxe-Coburg-Saalfeld dynasty, House of Wettin - Ernestine line)  legend: (ruler, left) [b]LEOPOLD PREMIER[/b] (right) [b]ROI DES BELGES[/b]  (bottom, year) [b]1869[/b], [b]1870[/b], [b]1873[/b] until [b]1876[/b], [b]1882[/b], [b]1883[/b], [b]1899[/b], [b]1901[/b], [b]1902[/b] or [b]1907[/b]",https://colnect.com/coins/coin/2362,,,,,
"1 Centime (French legend)",Belgium,"1865~1909 - 2nd King Leopold II","Col:BE-000002, WCC:km33.1",1869,1907,"Standard Circulation",Copper,Reeded/grained,"Coin alignment ↑O↓",Circular,"Raised. Gladiform. Both sides",1899,,Unknown,2,16.5,,1.1,32039,"c - Belgian centime",1,38569929,2362,35.49,"Very High",,"Heraldic Animals,Lions,Stones,Symbols,Monograms,Crowns and Coronets",1901,"[b]Front[/b]: Lion (left, symbol of the kingdom) looking right  (into the future) holding stone slab (Belgian Constitution)  with incuse text: [b]CONSTITUTION BELGE 1831 ☆[/b] on a terrace  above (value) [b]1 CENT.[/b] (-ime/-iem)  legend: (above, motto) [b]L'UNION FAIL LA FORCE[/b]  (translation: Unity makes strength)  (bottom, designer) [b]BRAEMT.F[/b] (Breamt, Fecit)  [b]Back[/b]: Crowned ""[b]L[/b]"" monogram of 1st king Leopold I (1831-1865)  (Saxe-Coburg-Saalfeld dynasty, House of Wettin - Ernestine line)  legend: (ruler, left) [b]LEOPOLD PREMIER[/b] (right) [b]ROI DES BELGES[/b]  (bottom, year) [b]1869[/b], [b]1870[/b], [b]1873[/b] until [b]1876[/b], [b]1882[/b], [b]1883[/b], [b]1899[/b], [b]1901[/b], [b]1902[/b] or [b]1907[/b]",https://colnect.com/coins/coin/2362,,,,,
"1 Centime (French legend)",Belgium,"1865~1909 - 2nd King Leopold II","Col:BE-000002, WCC:km33.1",1869,1907,"Standard Circulation",Copper,Reeded/grained,"Coin alignment ↑O↓",Circular,"Raised. Gladiform. Both sides",1901,,"/801 far 1",2,16.5,,1.1,32039,"c - Belgian centime",1,38569929,2362,35.49,"Very High",,"Heraldic Animals,Lions,Stones,Symbols,Monograms,Crowns and Coronets",1901,"[b]Front[/b]: Lion (left, symbol of the kingdom) looking right  (into the future) holding stone slab (Belgian Constitution)  with incuse text: [b]CONSTITUTION BELGE 1831 ☆[/b] on a terrace  above (value) [b]1 CENT.[/b] (-ime/-iem)  legend: (above, motto) [b]L'UNION FAIL LA FORCE[/b]  (translation: Unity makes strength)  (bottom, designer) [b]BRAEMT.F[/b] (Breamt, Fecit)  [b]Back[/b]: Crowned ""[b]L[/b]"" monogram of 1st king Leopold I (1831-1865)  (Saxe-Coburg-Saalfeld dynasty, House of Wettin - Ernestine line)  legend: (ruler, left) [b]LEOPOLD PREMIER[/b] (right) [b]ROI DES BELGES[/b]  (bottom, year) [b]1869[/b], [b]1870[/b], [b]1873[/b] until [b]1876[/b], [b]1882[/b], [b]1883[/b], [b]1899[/b], [b]1901[/b], [b]1902[/b] or [b]1907[/b]",https://colnect.com/coins/coin/2362,,,,,
"1 Centime (French legend)",Belgium,"1865~1909 - 2nd King Leopold II","Col:BE-000002, WCC:km33.1",1869,1907,"Standard Circulation",Copper,Reeded/grained,"Coin alignment ↑O↓",Circular,"Raised. Gladiform. Both sides",1901,,"/801 near 1",2,16.5,,1.1,32039,"c - Belgian centime",1,38569929,2362,35.49,"Very High",,"Heraldic Animals,Lions,Stones,Symbols,Monograms,Crowns and Coronets",1901,"[b]Front[/b]: Lion (left, symbol of the kingdom) looking right  (into the future) holding stone slab (Belgian Constitution)  with incuse text: [b]CONSTITUTION BELGE 1831 ☆[/b] on a terrace  above (value) [b]1 CENT.[/b] (-ime/-iem)  legend: (above, motto) [b]L'UNION FAIL LA FORCE[/b]  (translation: Unity makes strength)  (bottom, designer) [b]BRAEMT.F[/b] (Breamt, Fecit)  [b]Back[/b]: Crowned ""[b]L[/b]"" monogram of 1st king Leopold I (1831-1865)  (Saxe-Coburg-Saalfeld dynasty, House of Wettin - Ernestine line)  legend: (ruler, left) [b]LEOPOLD PREMIER[/b] (right) [b]ROI DES BELGES[/b]  (bottom, year) [b]1869[/b], [b]1870[/b], [b]1873[/b] until [b]1876[/b], [b]1882[/b], [b]1883[/b], [b]1899[/b], [b]1901[/b], [b]1902[/b] or [b]1907[/b]",https://colnect.com/coins/coin/2362,,,,,
